image_path,description,label,label_idx
dataset\train\images\1e59b25e-551a-4343-a551-cd03abdb5cac___RS_HL-7376_JPG.rf.e83c704c82106ec501d247c0cf12d44f.jpg,листья без пятен и налета,healthy,3
dataset\train\images\1e76ff49-acff-48c5-95f2-f6c94a95bd28___Rut__Bact_S-1293-_JPG.rf.0a0a9593bfd39bcabbabca4de731d4d1.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\1e76ff49-acff-48c5-95f2-f6c94a95bd28___Rut__Bact_S-1293-_JPG.rf.6fac7b3630643b0ea71543076cd28603.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\1e76ff49-acff-48c5-95f2-f6c94a95bd28___Rut__Bact_S-1293-_JPG.rf.77ee2a7756a28ae5fa749586ddfd26a5.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\1ed357f9-f036-4bf2-b180-1588976eb116___RS_LB-3005-_JPG.rf.3564fb2c1f38b351462d32e08b30c98d.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\1ed357f9-f036-4bf2-b180-1588976eb116___RS_LB-3005-_JPG.rf.66c34597e412c9de986779b850d16b23.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\1ed357f9-f036-4bf2-b180-1588976eb116___RS_LB-3005-_JPG.rf.70d9b6b5b39a5234ca82ac302fc0f2cf.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\1f2a82f5-af63-46b8-9c18-d8b9567db343___RS_HL-7849_JPG.rf.3e3f540a6520d56c1be373378a2e77df.jpg,листья без признаков болезни,healthy,3
dataset\train\images\1f2a82f5-af63-46b8-9c18-d8b9567db343___RS_HL-7849_JPG.rf.53ca9db16a6f6452e5da045763d7b9d4.jpg,лист без повреждений,healthy,3
dataset\train\images\1f2a82f5-af63-46b8-9c18-d8b9567db343___RS_HL-7849_JPG.rf.c8876cfb350a3e1c855631a74756785c.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\1f440bb7-e35d-4bc9-a807-81dac78c54b8___RS_LB-2727-_JPG.rf.7ff574adcf4fc212afa4bfea805cb52f.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\1f440bb7-e35d-4bc9-a807-81dac78c54b8___RS_LB-2727-_JPG.rf.a26bc6399199c262b584cbe6e43f82c2.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\1f440bb7-e35d-4bc9-a807-81dac78c54b8___RS_LB-2727-_JPG.rf.cb085e125857b629980d09fdaf447a8b.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\1f84da28-3025-4cc0-8815-5b6b60205956___RS_LB-3326-_JPG.rf.8e11dc647d3186d5e0c9a6e2b996ccb5.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\1f84da28-3025-4cc0-8815-5b6b60205956___RS_LB-3326-_JPG.rf.977899bad86a32cbdd94e52fcc7bccfa.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\1f84da28-3025-4cc0-8815-5b6b60205956___RS_LB-3326-_JPG.rf.9ee0e74953e981434ec08be8637c770e.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\1fa9afe6-69ab-4206-a8b5-487531391a37___RS_LB-3006-_JPG.rf.3e1de9a23f7ba98978533801e6687103.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\1fa9afe6-69ab-4206-a8b5-487531391a37___RS_LB-3006-_JPG.rf.b4ccdef31f5ce419be6ed5ba6114b0a5.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\1fa9afe6-69ab-4206-a8b5-487531391a37___RS_LB-3006-_JPG.rf.beeb22191d3dd115ace41947bf4c57e7.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\1fdc99ae-fbc7-480f-9cde-e80b54744c0d___RS_HL-7972_JPG.rf.14fefdca4cbaa21bb9c4c3b4a8ed3b50.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\1fdc99ae-fbc7-480f-9cde-e80b54744c0d___RS_HL-7972_JPG.rf.51f32a78c1e5138c275a8562c6ab2386.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\1fdc99ae-fbc7-480f-9cde-e80b54744c0d___RS_HL-7972_JPG.rf.7501c895a61898a2a1a1c291c4eaa825.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\1fe7faa9-61a7-4152-9a85-a57d9486af0a___JR_FrgE_S-8599_90deg_JPG.rf.7b7bc16107235b7acc8c24ccb824e55c.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\1fe7faa9-61a7-4152-9a85-a57d9486af0a___JR_FrgE_S-8599_90deg_JPG.rf.b6d769f7187d1ca05c0d90d101990c4e.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\1fe7faa9-61a7-4152-9a85-a57d9486af0a___JR_FrgE_S-8599_90deg_JPG.rf.efc49c94dc428833973168e1bf10a16c.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\1fecd8b3-b9a7-4d56-97f4-9728c20d0877___Rutg__Bact_S-1632-_JPG.rf.2f0ad140cb81edbf37ddf083555e33a1.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\1fecd8b3-b9a7-4d56-97f4-9728c20d0877___Rutg__Bact_S-1632-_JPG.rf.541fc3d8c2b0e79eaef2605e672d4cea.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\1fecd8b3-b9a7-4d56-97f4-9728c20d0877___Rutg__Bact_S-1632-_JPG.rf.89f75d2f540b35cdfeeeb0aaa94849a9.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\2101e5e6-2932-4ac0-8879-59885fc01256___JR_FrgE_S-2769_90deg_JPG.rf.465ccb047ee3c2ced3ca9d0b79f21b73.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\2101e5e6-2932-4ac0-8879-59885fc01256___JR_FrgE_S-2769_90deg_JPG.rf.7294a15d9c23d964d85eb44c0654a2b5.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\2101e5e6-2932-4ac0-8879-59885fc01256___JR_FrgE_S-2769_90deg_JPG.rf.c9081b8d081c4940d614e6c165240155.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\24420d48-c47b-4e67-959a-bf28131abbdc___JR_FrgE_S-2811_JPG.rf.0cd17631489d312b0fd9c49f61ec3e5f.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\24420d48-c47b-4e67-959a-bf28131abbdc___JR_FrgE_S-2811_JPG.rf.84021e71bba06c3a98bebf6338595440.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\24420d48-c47b-4e67-959a-bf28131abbdc___JR_FrgE_S-2811_JPG.rf.bbcd3e7c1bdb1cb4c7b52871b1b556e1.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\25b071e5-4d73-4bd2-9d0e-5133fc06b8a5___Rutg__Bact_S-1645_JPG.rf.b9cd5fe605dcd1656168379a757184c4.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\25b071e5-4d73-4bd2-9d0e-5133fc06b8a5___Rutg__Bact_S-1645_JPG.rf.bb3c3c91c8bc0805d71d714ef4f1e895.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\25b071e5-4d73-4bd2-9d0e-5133fc06b8a5___Rutg__Bact_S-1645_JPG.rf.c7fbda6731e13838f41857cbc46d6ccd.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\25f9b1c7-8613-4c29-a080-5a34f4c2acab___Rutg__Bact_S-1425_JPG.rf.38d0617822dbb48d16f0c3ec5fbc53d5.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\25f9b1c7-8613-4c29-a080-5a34f4c2acab___Rutg__Bact_S-1425_JPG.rf.5f59bf13ec69e6595ecc2668552388b3.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\25f9b1c7-8613-4c29-a080-5a34f4c2acab___Rutg__Bact_S-1425_JPG.rf.6ede58039d4ee0c6f0e2e7f9513a3da0.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\29a31c1a-3075-4ffc-beb4-cb98e2febdf1___Rutg__Bact_S-1616_JPG.rf.6fb693cfb13bc7bee13894071425ef29.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\29a31c1a-3075-4ffc-beb4-cb98e2febdf1___Rutg__Bact_S-1616_JPG.rf.7bb49d596dc5a2d6a5562d094dec0ff3.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\29a31c1a-3075-4ffc-beb4-cb98e2febdf1___Rutg__Bact_S-1616_JPG.rf.ccfd01fab5c4e255c5883315c1c427ea.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\29ad1bd3-9eca-4975-97b9-80d497a62811___RS_LB-2847_JPG.rf.493932a0eb1ec604010fc2dee68ea1d6.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\29ad1bd3-9eca-4975-97b9-80d497a62811___RS_LB-2847_JPG.rf.d83bd9f8b89e98ef5a2eb5ab1cf0a61f.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\29ad1bd3-9eca-4975-97b9-80d497a62811___RS_LB-2847_JPG.rf.e9e5fa4f5e38caef108eac86a8edebee.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\29bfc55a-8cb2-4938-b0b5-5e2748fd1a22___RS_LB-5070_JPG.rf.5f977170efa4353502f33f8f5ce719d2.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\29bfc55a-8cb2-4938-b0b5-5e2748fd1a22___RS_LB-5070_JPG.rf.90a78adfd14db7b45ebfa8ab1120d49a.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\29bfc55a-8cb2-4938-b0b5-5e2748fd1a22___RS_LB-5070_JPG.rf.99b9f25979da080c7d307f870085946b.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\29d00ce3-69d5-4138-82db-8e956c6a55b5___Rutg__Bact_S-1427_JPG.rf.0a08e66fcf8342d60fd31ec158cc85e8.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\29d00ce3-69d5-4138-82db-8e956c6a55b5___Rutg__Bact_S-1427_JPG.rf.cce93bd1ecd86ac48bf066d0dba1bd13.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\29d00ce3-69d5-4138-82db-8e956c6a55b5___Rutg__Bact_S-1427_JPG.rf.d8c00f4969cf0cc22bbda0a5fbf2e014.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\2a52ba17-febc-49b9-b5ab-52a500d387de___RS_LB-2621-_JPG.rf.1268982ff293db746b20b152801e6dfd.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\2a52ba17-febc-49b9-b5ab-52a500d387de___RS_LB-2621-_JPG.rf.2d4aff6f9dfffcc2b372a27b2c604685.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\2a52ba17-febc-49b9-b5ab-52a500d387de___RS_LB-2621-_JPG.rf.4ccd83ef82baee79ae5606157a1f9715.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\2a986e85-7e83-443a-871e-c590d5a25845___RS_HL-6000_JPG.rf.06793f528a356d088669157a51dce8d9.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2a986e85-7e83-443a-871e-c590d5a25845___RS_HL-6000_JPG.rf.0802a1dfae2e6b17dc22fa789627ff89.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2a986e85-7e83-443a-871e-c590d5a25845___RS_HL-6000_JPG.rf.17a7026f6ce602ef393f0bf3398e931e.jpg,лист без повреждений,healthy,3
dataset\train\images\2aa2ed70-b0b7-4d30-9c84-f6ded6a03fc2___JR_FrgE_S-8739_90deg_JPG.rf.213a1c85642c55ed96eb83999d99b1f6.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\2aa2ed70-b0b7-4d30-9c84-f6ded6a03fc2___JR_FrgE_S-8739_90deg_JPG.rf.3211787391baad09803caab778124c7d.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\2aa2ed70-b0b7-4d30-9c84-f6ded6a03fc2___JR_FrgE_S-8739_90deg_JPG.rf.cfb99214742956f3e458da258505b879.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\train\images\2ab9dfe3-b810-428c-843c-e257a25c4447___RS_HL-7576_JPG.rf.51a22cd9c7583f981593cff783efc7ec.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2ab9dfe3-b810-428c-843c-e257a25c4447___RS_HL-7576_JPG.rf.58f2c9a25a79ca0dd6c00539749abbd7.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2ab9dfe3-b810-428c-843c-e257a25c4447___RS_HL-7576_JPG.rf.c0f5023e682c1f2e31eb5a4af5125cdc.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\2abb295b-31c5-4e5f-b5c7-94ca57e94305___RS_HL-6277_JPG.rf.118c7a778bb8493c625c67843f2b47ab.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\2abb295b-31c5-4e5f-b5c7-94ca57e94305___RS_HL-6277_JPG.rf.4b0d8520fa865f9c33d9d545bbfbe71a.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2abb295b-31c5-4e5f-b5c7-94ca57e94305___RS_HL-6277_JPG.rf.ea2cf7cf87ff37d38a00e1a011634f0a.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2add02b7-31bd-4565-a585-49ae4a288d54___Rut__Bact_S-1504-_JPG.rf.06560f8f36859fb76f8d2a391c431ae7.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\2add02b7-31bd-4565-a585-49ae4a288d54___Rut__Bact_S-1504-_JPG.rf.11202ed037efece07450b704ef341d4c.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\2add02b7-31bd-4565-a585-49ae4a288d54___Rut__Bact_S-1504-_JPG.rf.595965326dd7e8100b05f704719f5871.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\2addf5f2-acc5-448c-88a1-fe357d9aa9ac___RS_LB-4736-_JPG.rf.295044c0931e3aa1690c35de6b9db4d2.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\2addf5f2-acc5-448c-88a1-fe357d9aa9ac___RS_LB-4736-_JPG.rf.2c5162d5209a74ff7f8e8d618aeca5eb.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\2addf5f2-acc5-448c-88a1-fe357d9aa9ac___RS_LB-4736-_JPG.rf.80fa12357f3663da9d0c8814f6a0ba00.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\2b044129-3011-4709-8947-18c1a3bf014d___RS_HL-7919_JPG.rf.494fe3f2872d4b1939e296890cd6bdd8.jpg,лист без повреждений,healthy,3
dataset\train\images\2b044129-3011-4709-8947-18c1a3bf014d___RS_HL-7919_JPG.rf.78c741cee0d05086d593c83bf814351b.jpg,листья без пятен и налета,healthy,3
dataset\train\images\2b044129-3011-4709-8947-18c1a3bf014d___RS_HL-7919_JPG.rf.9e1fd983a08f8ff9ddb436a8ea739f14.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2b064606-e6e2-46e0-9788-d1049f0e4fed___RS_LB-4246-_JPG.rf.80afa37ad312bafec576f6b5f0cdcf14.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\2b064606-e6e2-46e0-9788-d1049f0e4fed___RS_LB-4246-_JPG.rf.90d8f99c7a8edaf5ce6b56167d41d105.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\2b064606-e6e2-46e0-9788-d1049f0e4fed___RS_LB-4246-_JPG.rf.9d032d2478b7853a6c93c0aea30cab05.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\2b16890e-753f-4ee8-a78e-d0a7fdf8d91a___JR_FrgE_S-2838_JPG.rf.19e25e949ce29cd8bd6a62cc64b1dd8f.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\2b16890e-753f-4ee8-a78e-d0a7fdf8d91a___JR_FrgE_S-2838_JPG.rf.533b0a038fe1646d2c2c4041e9981395.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\2b16890e-753f-4ee8-a78e-d0a7fdf8d91a___JR_FrgE_S-2838_JPG.rf.f9325b1c3b82db309efcfcbef0ba44ad.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\2b3fa6ff-a37a-497e-b122-5b29ae419bec___RS_HL-5979_JPG.rf.0a45ed60ef8f1c3dc15bc21cbb132626.jpg,лист без повреждений,healthy,3
dataset\train\images\2b3fa6ff-a37a-497e-b122-5b29ae419bec___RS_HL-5979_JPG.rf.a79ad773a638b897aa1dd01fed81f6c4.jpg,листья без пятен и налета,healthy,3
dataset\train\images\2b3fa6ff-a37a-497e-b122-5b29ae419bec___RS_HL-5979_JPG.rf.e8f54c9949b7cf169ac336a22609b0df.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\2b76e710-42aa-4732-9d60-c7fdaa14f9fa___RS_HL-5822_JPG.rf.15ab27feb002b938c86144ad78b00cd3.jpg,листья без пятен и налета,healthy,3
dataset\train\images\2b76e710-42aa-4732-9d60-c7fdaa14f9fa___RS_HL-5822_JPG.rf.d335a220c8a792f2dc6a7cba28534f2e.jpg,зеленый лист,healthy,3
dataset\train\images\2b76e710-42aa-4732-9d60-c7fdaa14f9fa___RS_HL-5822_JPG.rf.d8ab27de0005b35105c6daff4e151d6b.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2b76f048-cc2d-4e91-9652-ca3608dd0481___RS_HL-6201_JPG.rf.52bf4a05a17fd6d2a592db91c2fdd2e6.jpg,лист без повреждений,healthy,3
dataset\train\images\2b76f048-cc2d-4e91-9652-ca3608dd0481___RS_HL-6201_JPG.rf.633184af163f29dd505d42375353ab0a.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2b76f048-cc2d-4e91-9652-ca3608dd0481___RS_HL-6201_JPG.rf.d6c38e10ddd81b457477fb575b1fdfab.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\2b7f92a9-9bd8-4461-9588-ab98abf54be0___RS_LB-2575-_JPG.rf.6c18d5e2abc7a9f69b552030f32ccfff.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\2b7f92a9-9bd8-4461-9588-ab98abf54be0___RS_LB-2575-_JPG.rf.70884848ce3a0a3abe63649ba13d625d.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\2b7f92a9-9bd8-4461-9588-ab98abf54be0___RS_LB-2575-_JPG.rf.79d7063f574a327f33b3f3d37214698b.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\2b96d8f8-6642-4897-b43e-dde7fb2fcb2a___RS_HL-7295_JPG.rf.627167acd57ea71a483e0e9ee283fee4.jpg,зеленый лист,healthy,3
dataset\train\images\2b96d8f8-6642-4897-b43e-dde7fb2fcb2a___RS_HL-7295_JPG.rf.811323fb2e5eb7cf6a469943d08f122d.jpg,лист без повреждений,healthy,3
dataset\train\images\2b96d8f8-6642-4897-b43e-dde7fb2fcb2a___RS_HL-7295_JPG.rf.ac66b80f0097c1934f2029555a80acf8.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2b974785-090d-4dae-81a2-ce3ebc2a1c68___RS_LB-4634-_JPG.rf.043e9ce3aae5707274902dad2d46839e.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\2b974785-090d-4dae-81a2-ce3ebc2a1c68___RS_LB-4634-_JPG.rf.7e203047412d1125d96bfb21d79b340e.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\2b974785-090d-4dae-81a2-ce3ebc2a1c68___RS_LB-4634-_JPG.rf.7fb2a0b2fecc2c12cc12fcc4f7ec5eaf.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\2bbd0a49-9a1c-473b-bdf3-51f154db463e___RS_HL-6081_JPG.rf.1093a2d047b44f0b36f645a72a8c0d4c.jpg,лист без повреждений,healthy,3
dataset\train\images\2bbd0a49-9a1c-473b-bdf3-51f154db463e___RS_HL-6081_JPG.rf.10c2880fad990ac9952221d7d02fc3de.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2bbd0a49-9a1c-473b-bdf3-51f154db463e___RS_HL-6081_JPG.rf.f965ddeb41eda30ddc3b0096855dba58.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2c01a56b-08a7-4a8c-ae57-1569d1c26cfb___Rutg__Bact_S-1885-_JPG.rf.6800e906ab711da402bc2ebd51e7a2c3.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\2c01a56b-08a7-4a8c-ae57-1569d1c26cfb___Rutg__Bact_S-1885-_JPG.rf.a4e41903f28de09d5ed726393f945209.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\2c01a56b-08a7-4a8c-ae57-1569d1c26cfb___Rutg__Bact_S-1885-_JPG.rf.e6fc721bdbe880f212ddcd89c2e1b103.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\2c103ecb-01a2-40a5-8b12-74899cfe6bee___Rut__Bact_S-1056-_JPG.rf.2b7abe1ca2498cb4139ba8d8a4352aea.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\2c103ecb-01a2-40a5-8b12-74899cfe6bee___Rut__Bact_S-1056-_JPG.rf.7939895ffe771022378fd8e9f2fc356e.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\2c103ecb-01a2-40a5-8b12-74899cfe6bee___Rut__Bact_S-1056-_JPG.rf.b3febeaaf418dcfd758c4d52a7ed0926.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\2c3e8e5a-49da-433a-a5ed-92d3fbc0e8db___Rut__Bact_S-1250-_JPG.rf.34e27aa34e203d5a5433759551d9b9ef.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\2c3e8e5a-49da-433a-a5ed-92d3fbc0e8db___Rut__Bact_S-1250-_JPG.rf.355da861623172d25d131c0d80d0f736.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\2c3e8e5a-49da-433a-a5ed-92d3fbc0e8db___Rut__Bact_S-1250-_JPG.rf.8b41157bb0c6794ae5dce9436aa9cf88.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\2c7fe12b-945d-4828-a327-fc17eb0c4afc___RS_HL-5942_JPG.rf.5d4ad5223556bd740aa7ce4bdbd59bc4.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\2c7fe12b-945d-4828-a327-fc17eb0c4afc___RS_HL-5942_JPG.rf.8d7dddf82823ff1c51bc3727d8f3da9b.jpg,лист без повреждений,healthy,3
dataset\train\images\2c7fe12b-945d-4828-a327-fc17eb0c4afc___RS_HL-5942_JPG.rf.9ec5b18e9782b4ec2067e4b00678f693.jpg,лист без повреждений,healthy,3
dataset\train\images\2cad835a-1b47-4cad-b08e-acfd29cf5883___RS_HL-7647_JPG.rf.24e7f6c36ffe81e820f07fc47e0deabd.jpg,лист без повреждений,healthy,3
dataset\train\images\2cad835a-1b47-4cad-b08e-acfd29cf5883___RS_HL-7647_JPG.rf.692858d24b249f396002cbef3e20815b.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2cad835a-1b47-4cad-b08e-acfd29cf5883___RS_HL-7647_JPG.rf.b3d8f631b110b9b98175efa7d169f4ea.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2d62f422-484f-4fa9-af67-f2724cfe5564___RS_HL-7441_JPG.rf.38178c3653c01cfe773c10d63e3d6d43.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2d62f422-484f-4fa9-af67-f2724cfe5564___RS_HL-7441_JPG.rf.3ca0dab745c3873d0b62959f91086496.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2d62f422-484f-4fa9-af67-f2724cfe5564___RS_HL-7441_JPG.rf.eb319be3e7bccf108864af7e6d66f7b9.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2d6efa59-1d5a-4f92-8879-2fdfa163d404___RS_HL-6157_JPG.rf.0cea06adeabc0379c622b757979eedfc.jpg,равномерный зеленый цвет листа,healthy,3
dataset\train\images\2d6efa59-1d5a-4f92-8879-2fdfa163d404___RS_HL-6157_JPG.rf.1c35cba2bdc2eedad9139bf3c13f34ee.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2d6efa59-1d5a-4f92-8879-2fdfa163d404___RS_HL-6157_JPG.rf.c866061ab5422b8e732b3d9082212a36.jpg,листья без пятен и налета,healthy,3
dataset\train\images\2d7f4c07-f4f4-4589-aa82-49e05e5b253b___RS_HL-8056_JPG.rf.223404456d4e2f9865d4357c66bac9ab.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2d7f4c07-f4f4-4589-aa82-49e05e5b253b___RS_HL-8056_JPG.rf.3c73f1be789279707e25b0b329c6d987.jpg,зеленый лист,healthy,3
dataset\train\images\2d7f4c07-f4f4-4589-aa82-49e05e5b253b___RS_HL-8056_JPG.rf.8e8796007f0418947d0279716bc82dbe.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2e403d36-e4f2-4323-a78c-5a7330f1083c___RS_HL-7857_JPG.rf.0489c534dbd9a90fee91b18c94b9b398.jpg,здоровые зеленые листья,healthy,3
dataset\train\images\2e403d36-e4f2-4323-a78c-5a7330f1083c___RS_HL-7857_JPG.rf.843fcc14f66c8ef9074a54757bef9ddd.jpg,листья без пятен и налета,healthy,3
dataset\train\images\2e403d36-e4f2-4323-a78c-5a7330f1083c___RS_HL-7857_JPG.rf.95126ab123633aca9062de59eb7c6cfe.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2e599aab-11dd-4073-845e-b45a6accb4de___RS_HL-8009_JPG.rf.0bd1e99ac30651b48bacb2e0b407c4b7.jpg,листья без признаков болезни,healthy,3
dataset\train\images\2e599aab-11dd-4073-845e-b45a6accb4de___RS_HL-8009_JPG.rf.28b2a16eed3ec216675bb94da409e7c1.jpg,здоровые зеленые листья,healthy,3
